# OOD-PerceptionBench asset pack v0.9 — file manifest
# path_in_carla_root is relative to the CARLA build root, i.e. the path
# the file occupies after ImportAssets.sh has run.
tarball	path_in_carla_root	sha256	bytes	content_dir	blueprint_id	category	level	author	license	license_url
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Blueprints/BS_Astronaut.uexp	c59c8f7dadad0bea4aec88f113dde5c5a3ad304d1d8a2ccc9f4a8e21f35dfa1b	274772	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Config/Astronaut.Package.json	82cbc397d86327f1f979ee463297f457f62926a9c8201de9d153556d100d8c4b	333	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Maps/AstronautMap.uexp	c157da3fb486b14595da7ca6c5e5128c19232f7c564acfbdeeca48ae0823c8f4	2634	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Maps/AstronautMap.umap	16b0c31033c82bb3fbe3f8d4f78ba2bf1d071cde12d6425c8411bd35400cde47	5665	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_BaseColor.uasset	3e9978da6700f4da915e5e8559407331e96c2dc1e060a2bcfc500589bb7d34ea	807	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_BaseColor.ubulk	31507f15c7d4832ebc7eca04b361fcb5dad0570d69b0eba89604834fc52240e3	6906816	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_BaseColor.uexp	6af7882fa9a173b1f0478604be9fdf6203d629396c4b0b08bc42304f947e0bbe	5976	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Displacement.uasset	02fbac93bba7a1b0829669f871f518b0fb8564dddd180ec1a997f9c7ad95e454	826	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Displacement.ubulk	ba395b7e80e7ca0eaf988d415c93f2761d3f8b82a437897081b712be0eb1cc4c	789815	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Displacement.uexp	1e879233fede1952c7bf08af68534939059cfcea5b408dfc6b1e63370d2713fe	6002	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Metallic.uasset	28e8184ff97b419ee65e446d13b187beadfa90f79c809da1301594c5b4792279	818	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Metallic.ubulk	1d74468c24b72689d902adc2b35263d4e9bf14bc8b76bc74fcaa683de4c086b4	430438	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Metallic.uexp	b486814895e7e008c9244da75157f01c438ad32f81a77e1c9da181907cc72a4d	6002	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Normal.uasset	eb32ad6b2402707936a870523d0862b2e6f3b57159fb2ca6d988844a45e76c50	992	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Normal.ubulk	64f7960d84900a8e055cb8f0580207c805252b30bb7c13fd26c6d8bb20aa660f	18827764	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Normal.uexp	69c1126dab6251142de4d238391942fdefffff4247263373c70c823614886f1c	6082	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Roughness.uasset	e17026b79cb1d209b390da84d0a71cb3bd1761489e58fa65a993039ce5f3d0ba	820	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Roughness.ubulk	80937b7bd4f2560ce943b1545f64f07f27540c46e8b392991f79abb1333244bf	3908542	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/DefaultMaterial_Roughness.uexp	fc271af9bd06c2bcd72716cbddd7f6f1277f94b8f7e0e62bf2adc584bccb1913	6002	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut.uasset	fe672bd2d366bbe8b4fcf5e68c7ccc14ff49d18caef6b73ac9902748e01a0cad	7422	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut.uexp	b419452b98492d1c99c01ae5f7de92f97737c868386728fd609778b04d4b622b	1441136	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut_jacket_PhysicsAsset.uasset	602995546d1573aaadb6e57bb66b2e1769f31bb002c62b6a821833a1b37fee35	2958	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut_jacket_PhysicsAsset.uexp	91e0cba24a9d3053feb8172ab9343df0a70d987e6d4631716f331b8e5448fcd4	3858	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut_jacket_Skeleton.uasset	da5d7e1d23e48d9d4509eb681a2c07ec3d6f6c049f54a5fc1a31d7f7c1d65364	3076	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Astronaut/Static/Other/Astronaut/astronaut_jacket_Skeleton.uexp	00f9053b6f506b8cad6351b891804d89e5d2c0b40ad0aff35af26841010cc956	12469	Astronaut	walker.pedestrian.astronaut	pedestrian	visual_shift	Antropik	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_laydown.uasset	6c507dc9e484fde18ebdc45ab26ec055a54172723d42161d067522acfe08b839	1596	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_laydown.uexp	bdeebcaee20bd1ad896192c34105266ca65b300077255c6f7bd18a977eaa9e63	253812	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_run.uasset	3091f31b61d27d8af1a2de9898265819dd20de85e7f94713dd8bc567700f1328	1588	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_run.uexp	5aed6a0f1774fe371e0e51c3a712baa62d7e5079ef9a283b03ae976b7a536b51	51652	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_sleeping.uasset	b1bfa0f9a4f600d255dae9ffbcac661de187fa71c9b02bc1c28d523b47cbedaf	1598	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_sleeping.uexp	8f414312a2b330a594802ceee34ebce358be6cd8e06bafd727a55d6c4825f23e	16004	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_walk.uasset	b356999f4af8b0516170c112ac69ee7cf1e01845471f0b59c116f30956a4f20c	1590	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Animations/Boar__000_SK_Boar_LOD0_Anim_Armature_walk.uexp	0a9471f86959cb867b4a61e43b339197af32e2dc0c091b55540321e7b758a255	34292	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/ABP_Boar.uasset	965394a577ca8e88ca01eb12b273800b68e19f7f82cb7c5516063a65797aa98c	6670	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/ABP_Boar.uexp	4cd5a71a4115e8a443a03c311d99fb2c58c53f0d95ce736fbd7e361e8f90ad07	5188	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/BP_Boar.uasset	b82d8835af70508421a6acb85c5b322d1c8d0c0bd13dc2bc3b7197e11bc15b40	5768	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/BP_Boar.uexp	ef496acd3f2b529aa005085bcf829837e966fb732e0e10dec2d9db3b3366f7cd	3245	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/BP_Boar_v2.uasset	18470e3c53edb87e61be2bfa8d7d43d8776364e992e9380f58839e72f4d8f6fa	3700	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
ood-perceptionbench-walkers-ccby-v0.9.tar.gz	CarlaUE4/Content/Boar/Blueprints/BP_Boar_v2.uexp	0d310eef0398ca40b4dd77c2425420ecf0614208c24d67ac5ff0eb563b48c221	654	Boar	walker.pedestrian.boar	pedestrian	geometric_shift	AnimalMesh 3D	CC BY 4.0	https://creativecommons.org/licenses/by/4.0/
